section_name,thread_title,post_ID,post_date,post_username,post_text,post_order,replier_post_ID,user_location,user_gender,user_occupation,user_messages_count,user_reaction_score,user_mygarage
Bentley,Bentley Brooklands,post-291527,"Apr 9, 2008",vedjo01,pure hedonism..,#8,,"Zagreb,Croatia",NA,My job?I´ll get back on this one when I find one..,"1,969","1,095","2010 KONA FIRE MOUNTAIN DELUXE bicycle :D,BMW E30 318i"
Bentley,Bentley drops new Brooklands coupe in Geneva,post-162314,"Mar 9, 2007",DocM,this car= sex on wheels (English Old school at its best),#63,,Merica,Male,NA,924,842,08 Civic Si
Bentley,Auto Express: Bentley Brooklands,post-277136,"Feb 15, 2008",Steve,"That is one beautiful motorcar.,The interior is awesome, i cant think of another car that could match it.,WOW",#12,,NA,NA,NA,135,164,"58 Lexus IS-F Silver (his),58 Mini Cooper Auto (hers)"
Aston Martin,Aston Martin V12 Vantage RS Thread,post-259212,"Dec 12, 2007",Pagani,"I am very impressed at Aston for stuffing a tuned version of their premium engine into their smallest and sexiest car. This engine will no doubt clear the only reservation I have had about the AMV8, namely the lack of power. If this car does succeed in remaining south of 200K, I am sold.",#49,,NA,Male,NA,"1,600",676,
Bentley,[Top Gear] Bentley Brooklands - Test Drive,post-313875,"Jul 7, 2008",Family Guy,1000 torques. NM or ft·lb?,#5,,"Melbourne, Australia",NA,NA,177,20,
Aston Martin,"AMX07: Mazda Miata / MX-5 base, Aston Martin looks !",post-310907,"Jun 27, 2008",Krupko Yaroslav,A few more photo,#8,,Kyiv,NA,Chief Business Analyst,3,1,
Bentley,AutoWeek - DRIVES: 2009 Bentley Continental Flying Spur Speed,post-314892,"Jul 9, 2008",Skorzenius,this car looks terrible,#16,,NA,NA,NA,26,0,
Bentley,Bentley EXP 9 F  Concept,post-568905,"Mar 10, 2012",JasonR,"To be honest, I kind of like it. Minor facial touches and, IMO, they have it. I  agree with Mini_Cooper4 if it's going to be ""just another SUV"", then whats the point of making it at all? I actually like the surface detailing, the only thing that needs to be toned down is the front, The side profile and rear all seem fine to me. Centurion's PS shows the design has potential. Press release and official photos don't do justice to the concept, the pics from the floor show the lines and surfaces better.",#72,,NA,NA,NA,64,13,
Bentley,Bentley Flying Spur Speed,post-324044,"Aug 19, 2008",Potential,"I saw a brillaint blue coloured bentley CFS today and I with all honesty fail to see what is wrong with the looks of the car... It is better looking then the S Class and the 7 Series and A8 and has such a better presence for luxury and prestige. The interior is also one of the best... Have a look of the quality. It doesn't have that production line look to it.,I just don't see what is wrong with this car...",#3,,Australia,NA,NA,807,284,"BMW 750i, BMW 335i,BMW 530i,MB E500"
Bentley,Automobile: 2009 Bentley Continental Flying Spur Speed,post-330895,"Sep 19, 2008",mercman,"It just me or does it look like they took the continental GT speed engine put it in a flying spur made a few interior changes and called it a day?,I'm saying this since the flying spur speed looks exactly like a flying spur on the exterior, and both the continental GT speed and the flying spur speed have 6 liter W12 biturbos that make 600bhp",#4,,"Geneva,Switzerland",NA,Student,4,0,"2007 Mercedes S500,2008 Volkswagen Touareg"
Bentley,Bentley Continental GT: Awarded with European Automotive Design Award,post-342669,"Nov 3, 2008",Maelstrom,"Unfortunately, I have to dispute Van Braekels claim to the styling of the Bentley Continental GT.,In 1997 I entered a competition on the BBC's 'Top Gear' programme entitled ""Design a Rolls Royce"". This was a time when Rolls Royce and Bentley were effectively one and the same company.,4 Years later and the Bentley GT appears!,This is pretty much the exact development period required for such a vehicle.,I am now a full time designer in the specialist vehicle and motorsport industries and have been advised to seek legal guidance in the matter, something I have chosen not to do.,However, it really galls me whenever I see a Continental GT on the road, and learn of various praises others have received on the back of my styling concept.,The images are of my preliminary sketches back in 1997, and a photograph of the Continental GT for comparison.",#3,,NA,NA,NA,2,0,
Bentley,Bentley Configurator.,post-275313,"Feb 8, 2008",BVC500,"I can never seem to get the configurator to work on my Apple, using either Safari or Firefox.  It always seems to stall halfway through loading the initial exterior picture.",#18,,NA,NA,NA,105,84,
Aston Martin,Aston Martin Picture Thread,post-281988,"Mar 2, 2008",F-22,"Power, Beauty and Soul...Aston Martin,[image no longer available]",#9,,NA,NA,NA,81,152,
Aston Martin,Top Gear: Driven Hard - Aston Martin V12 Vantage,post-389197,"Jun 12, 2009",RikfromBelgium,""" You do the work yourself by shifting a big gear lever that feels like it might actually be the Terminator's dick. "",best line in any article EVER",#2,,NA,NA,NA,"1,763",796,
Aston Martin,Autocar - Aston Martin DBS 5.9 V12 Volante,post-390010,"Jun 17, 2009",Leech,I thought that panterror is from osijek oO,#6,,Bosnia and Herzegovina,Male,NA,416,382,"opel astra k 1.4t,mercedes w201 - 190D"
Aston Martin,Spy & CGI's - Aston Martin Lagonda,post-469015,"Jun 29, 2010",Yaz,"Yea, that is something I'd like to see AM try.",#3,,New York City,Male,NA,"5,155","4,227",Lexus GS-F
Aston Martin,Spy Shots: 2011 Aston Martin DB9/DBS Facelift,post-462669,"May 19, 2010",peterleo,Facelift? Isn't it time for a new generation of the DB9?,#2,,NA,NA,NA,158,72,2011 Panamera Turbo
Aston Martin,Mystery buyer allegedly puts in $17M order for ten Aston Martin supercars,post-462362,"May 17, 2010",Beemer B773ER,"Bond.,.,Could be a top-class hotel that's bought a fleet of these for their top-paying guests to use while they're in town ?",#2,,"San Jose, California (Aussie expat)",Male,NA,"6,523","6,704","2017 Mazda CX-9,2022 Kia Carnival,1992 Toyota Corolla Hatch"
Bentley,"Bentley Mulsanne Priced at $285,000",post-427574,"Dec 1, 2009",GrimReaper,"I doubt it's going to take sales away from the Ghost but rather the Phantom.,The Ghost is undoubtedly going to take away sales from the Continental series. Both those cars essentially go for the flashy new money 7/S clientele who have earned money but not to the level of a Phantom and want something higher than the common luxury sedans.,The Mulsanne however IMO will attract the old money Bentley aficionados rather than the Phantom flash style customers.",#13,,NA,NA,NA,201,43,
Bentley,Mansory Vitesse Rose based on Bentley Continental GT Speed,post-410979,"Sep 12, 2009",Pekka,"Kourosh Mansory is a funny guy and color is a just a sidekick to WCC. Surely he wants to present his portfolio in Frankfurt but IMO he also wants to show how to make a pink GT with style (okay, just a matter of taste) since PH got her pink Swarovski-bling bling, boom-boom Bentley in,.",#4,,"Here today, hell tomorrow",NA,NA,552,738,
Aston Martin,Official: Aston Martin DBS Volante,post-370526,"Mar 13, 2009",TBONESTEAK33,"Perfectly put. The DBS is not a supercar, it's a GT, and a very nice one at that. The Volante just makes it even better. I love this car and everything about it, except for the name. Let's be honest, the name is lying. I think the DBS would be much better received if it were named the DB9-S, because that is exactly what it is. It's the DB9's more experienced brother, it just does everything a little bit better. I have even resolved that I will no longer call it the DBS but the DB9-S. That said, I now fully understand what this car is, and that is why I like it.",#40,post: 367561,NA,NA,NA,9,2,
Aston Martin,Official: Aston Martin DBS Volante,post-369568,"Mar 6, 2009",mattylinny,totaly agree with you and I like the looks as well,#37,,egerton,NA,Binman,1,0,"2 jaguar x-type's,mercedeas C180 kompressor"
Bentley,Motortrend - First Drive: Bentley Continental Supersports,post-415474,"Oct 2, 2009",Flip,"holy s...., such a beauty,need money ^^",#2,,NA,NA,NA,29,5,"Volvo V 40 1.9 d,1996 Renault Megane 1.9 d"
Aston Martin,Aston Martin Picture Thread,post-292810,"Apr 15, 2008",Will,"thats classic aston martin right there, they didn't really care for low profile tyres back then.",#24,,"Manchester, UK",Male,AutoTrader,403,225,Vauxhall Corsa 1.2
Bentley,Blackout Bentley,post-422965,"Nov 6, 2009",GBOY,^^ More like BatMan Bentley,#3,,"Washington, DC",NA,Art Director,"1,171","1,146","S550 AMG Sport,G550 ...,SL 500 ...,Honda Shadow VT1100,08 Range Rover"
Aston Martin,"Aston Martin Rapide priced from £139,950 in the UK",post-428310,"Dec 4, 2009",mentir,"This seems consistent with expectations, but to put it in perspective in terms of the range, this fits almost exactly between the DBS and DB9.,£165,000  DBS Coupe,£139,950 Rapide,£116,000 DB9 Coupe,£87,000 V8 Vantage Coupe",#2,,"Colorado, USA",NA,NA,109,115,"Jaguar XJL Supercharged (X351),Jaguar I-Pace (X590),Jaguar XJR (X350)"
Aston Martin,Aston Martin Hyperdunks,post-446505,"Feb 26, 2010",aleks_16,"ok hmm aston martin and made in china in one phrase is a little bit stupid, but ok the shoe looks ok but the main point is kobe bryant and this is a very very excellent basketball shoe",#6,,NA,Male,NA,"1,075",935,
Aston Martin,Aston Martin Rapide Picture Thread,post-443146,"Feb 12, 2010",balasa0731,"Saw the car in Vegas , it is orgasmic same combination as the first set of pictures, interior looks amazing not fan of the trim colour though. the guy  guarding the car said it costs $200k. at first sight doesnt strike as 4 door car.",#7,,NA,NA,NA,6,5,
Aston Martin,Aston Martin Rapide Picture Thread,post-426476,"Nov 29, 2009",JadeVetti,"Plus one, over the Porsche.  This is sophistication a whole family can enjoy.,It kills me that BMW could have this if only they'd make up their mind to go ahead with their super sedan.,Just spill that tiny three lettered word, and get come up with a launch date--",#3,,"Long Island, New York, USA",NA,NA,741,333,"Secondary, nowadays."
Aston Martin,Ugur Sahin dreams up Aston Martin Gauntlet concept,post-454473,"Apr 8, 2010",FC123,"I don't know, think they should show us more pictures. 47,000 angles hardly give a good impression.,Very nice concept.",#3,,NA,NA,NA,555,313,"MY11 Audi A1 TDI,MY07 Ford Focus 1.6 TDCI 109,MY07 997 Turbo (with mods...),MY84 W126 280 SE,E30 M52 transplant"
Aston Martin,Aston Martin keyfob shows its true origins,post-454943,"Apr 10, 2010",ExoticLover,"Hey guys,,Does anyone know where could I find a pagani key for sale? I've been searching for many months now and never found one.,Thanks for your help",#11,,NA,NA,NA,1,0,
Bentley,Bentley Azure ending production... to be replaced by four-door convertible?,post-454622,"Apr 9, 2010",zegerman,"I know I'm merely nitpicking but since there aren't any four door convertibles around it should be quite easy to achieve class-leading performance, just make one",#7,post: 454615,NA,NA,NA,105,30,
Bentley,Sport Auto Test: Bentley Continental Supersports,post-466408,"Jun 11, 2010",Karabiner98k,"[image no longer available],[image no longer available],[image no longer available],[image no longer available],630PS@6000RPM,800Nm@1700RPM,6-speed auto,2350kg,0-100km/h  4.2s,0-160km/h 9.4s,0-200km/h 14.8s,Top speed:,329km/h,80-120km/h in 4th/5th/6th:,4.0s/5.3s/7.8s,Slalom 18m,63.3km/h,Source:,It  is a little slower than GT SPEED version!,Maybe the test conditions  were in favour of GT SPEED,It is only faster round Hockenheim.,Here is the Sport  Auto test of GT SPEED for comparison:,[image no longer available]",#1,,Iran,Male,NA,"1,502","1,790",
Bentley,New Bentley Flying Spur,post-448911,"Mar 10, 2010",Untertürkheim,"I remember reading quite a while ago, around the time that the Flying Spur was released, that VW was considering a diesel powered Continental, initially for the Flying Spur and possibly other Continental models.,Has anyone heard any more about this? I thought about the Bentley when I was reading about the great new 4.2TDi for the A8. It seems to be perfectly suited to Bentley duty.",#17,,NA,NA,NA,282,28,German
Bentley,Anderson Germany's Bentley GT Speed Elegance Edition,post-490288,"Nov 23, 2010",Padi,***? Elegance? Thats fugly,#2,,"Helsinki, Finland",Male,NA,"1,061",652,
Aston Martin,Aston Martin Revives Lagonda at Geneva 2009,post-368996,"Mar 4, 2009",BKK-ES,"I really like this car. It looks so different. But looking at the rear window, it should be a nightmare to drive this car backward.",#7,,NA,NA,NA,199,119,
Aston Martin,Aston Martin releases new N420 edition V8 Vantage,post-499047,"Jan 29, 2011",navigator,"I would rate the car higher if AM and the dealer hadnt been so utterly useless. I waited years to own an Aston and they have totally ruined the experience. I keep it immaculate and have only done 4000 miles in 18 months but there have been lots of minor faults with it in that time and its had to go back in at least 10 times so far.  The two main problems I have had are (1) squealing brakes... and when a say ""squealing"" I mean SERIOUSLY SCREAMING !  The dealer told me it was a common problem with the Vantage and I should drive the car really fast on the motorway and brake really hard to deglaze the pads ! Thats basically their way of not fixing the problem or trying to kill me so they dont have to!  Anyway, I tried it, but it didnt work.  Eventually, I couldnt drive the car without wearing ear defenders and dark glasses, it was so embarrassing pulling up in a 90k car that sounds like a braking roller coaster! Eventually they took the car in to fix it.  I was left without a car for 3 weeks, they finally returned it and it was as if they had not even done anything.  The same problem was there.  Even If they did actually do something, they clearly didnt test their work but my guess is they did nothing, they have been useless (2) the clutch burnt out within 3000 miles.  I had complained that it was tight as a drum when I drove it out of the showroom and it stank of burning, particularly when reversing, but AM refused to fix it under warranty and I was given a bill for £2500! nice!",#4,,NA,NA,NA,1,0,
Aston Martin,"Aston martin launches cygnet with two special models, priced from $49,500",post-497798,"Jan 21, 2011",adeel2010,this car is retarded...ruining aston's good name,#3,,"Indiana, USA",NA,senior in high school,272,176,Chrysler 300 Limited
Aston Martin,Aston Martin Cygnet,post-392485,"Jun 29, 2009",Foxfire,"Awful...,They mean to sell it as a city car for Aston owners (apparently 1/3 of them own a Mini or other supercompact).,I mean, I could get if they designed a city car from scratch, even though if you are unable to park a V8 Vantage that's around 4,3 m in length, then you really shouldn't be driving. But this? Is it even an improvement in looks over the Toyota??? Toyota can get away with the funky styling, but not Aston Martin. I would be a pretty pissed off Aston owner to find that an uglified Toyota iQ with a new grille and wheels is what it takes to wear an Aston badge.",#8,,Croatia,NA,NA,422,62,BMW X5 (E70)
